City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
77,Sosnovo-Ozerskoye,RU,52.5249,111.5418,42.8,89,46,2.26,scattered clouds
78,Ambilobe,MG,-13.2,49.05,73.29,76,91,5.95,overcast clouds
79,Poum,NC,-20.2333,164.0167,72.37,61,7,17.67,clear sky
80,Jamestown,US,42.097,-79.2353,76.32,43,1,3.44,clear sky
81,Abidjan,CI,5.3094,-4.0197,76.96,94,20,5.75,few clouds
82,Faya,SA,18.3851,42.4509,71.71,21,74,5.82,broken clouds
83,Chumikan,RU,54.7183,135.315,43.92,69,32,16.13,scattered clouds
84,Nosy Varika,MG,-20.5833,48.5333,66.33,79,100,4.68,light rain
85,Bredasdorp,ZA,-34.5322,20.0403,52.92,87,0,4.61,clear sky
86,Torbay,CA,47.6666,-52.7314,58.75,96,90,12.66,moderate rain
87,Douglas,US,41.3,-96.167,90.99,50,40,8.99,scattered clouds
88,Saint George,US,37.1041,-113.5841,93.67,17,1,4.0,clear sky
89,Giddalur,IN,15.35,78.9167,80.69,67,100,0.27,overcast clouds
90,Ponta Do Sol,PT,32.6667,-17.1,74.03,68,94,5.44,overcast clouds
91,Alamosa,US,37.4695,-105.87,75.18,20,20,23.02,few clouds
92,New Norfolk,AU,-42.7826,147.0587,46.92,86,79,1.01,broken clouds
93,Geraldton,AU,-28.7667,114.6,55.81,76,0,14.97,clear sky
94,Grand Gaube,MU,-20.0064,57.6608,70.2,67,93,3.0,overcast clouds
95,Trat,TH,12.5,102.5,73.56,93,100,1.45,light rain
96,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,74,73,8.88,broken clouds
97,Bend,US,44.0582,-121.3153,59.49,52,75,1.99,broken clouds
98,Airai,TL,-8.9266,125.4092,58.14,47,35,3.83,scattered clouds
99,Kruisfontein,ZA,-34.0033,24.7314,51.89,91,47,6.02,scattered clouds
100,Kortkeros,RU,61.8106,51.5806,39.2,71,100,6.73,overcast clouds
101,Meulaboh,ID,4.1363,96.1285,73.0,94,100,10.36,moderate rain
102,Boyolangu,ID,-8.1181,111.8935,73.33,92,42,5.84,scattered clouds
103,Bereda,ES,43.2686,-7.5406,55.99,99,74,2.46,broken clouds
104,El Reno,US,35.5323,-97.955,94.06,31,1,13.8,clear sky
105,Bara,NG,10.3744,10.7288,72.95,79,18,6.38,few clouds
106,Kavieng,PG,-2.5744,150.7967,82.56,74,44,9.24,scattered clouds
107,Provideniya,RU,64.3833,-173.3,33.91,60,20,13.42,few clouds
108,Coolum Beach,AU,-26.5333,153.1,69.33,72,7,8.16,clear sky
109,Kisangani,CD,0.5167,25.2,68.38,99,23,1.99,light rain
110,Faanui,PF,-16.4833,-151.75,77.77,76,77,19.22,light rain
111,Chichihualco,MX,17.6833,-99.65,75.18,70,89,1.28,overcast clouds
112,San Quintin,MX,30.4833,-115.95,71.94,66,0,15.9,clear sky
113,Lagoa,PT,39.05,-27.9833,68.65,63,57,11.83,broken clouds
114,Tungor,RU,53.3808,142.9564,49.93,62,27,15.32,scattered clouds
115,Pevek,RU,69.7008,170.3133,30.88,75,92,8.03,overcast clouds
116,Peque,CO,7.0212,-75.9093,70.5,96,87,1.3,overcast clouds
117,Vestmannaeyjar,IS,63.4427,-20.2734,50.16,91,99,32.06,overcast clouds
118,Anadyr,RU,64.75,177.4833,32.5,80,20,2.24,few clouds
119,Weatherford,US,32.7593,-97.7972,96.82,44,4,1.01,clear sky
120,Cochrane,CA,51.1834,-114.4687,65.39,26,20,17.27,few clouds
121,Nannilam,IN,10.8793,79.6106,81.34,78,57,5.26,broken clouds
122,Shreveport,US,32.5251,-93.7502,92.05,64,1,10.36,clear sky
123,Lebu,CL,-37.6167,-73.65,51.12,73,1,17.56,clear sky
124,Khatanga,RU,71.9667,102.5,31.46,98,100,13.51,snow
125,Flinders,AU,-34.5833,150.8552,67.05,40,0,7.14,clear sky
126,Kuching,MY,1.55,110.3333,75.42,94,40,0.0,light rain
127,Saint Albans,GB,51.75,-0.3333,60.31,90,40,10.36,scattered clouds
128,Nome,US,64.5011,-165.4064,39.27,52,75,11.5,broken clouds
129,Nikolskoye,RU,59.7035,30.7861,41.02,77,100,8.57,overcast clouds
130,Grindavik,IS,63.8424,-22.4338,48.67,93,90,24.16,light intensity drizzle rain
131,Troitsko-Pechorsk,RU,62.7084,56.1964,35.22,80,72,10.42,broken clouds
132,Yar-Sale,RU,66.8333,70.8333,30.33,85,69,21.81,broken clouds
133,Kenitra,MA,34.261,-6.5802,69.84,77,76,6.33,broken clouds
134,Teguise,ES,29.0605,-13.564,70.02,68,40,6.91,scattered clouds
135,Phuntsholing,BT,26.8516,89.3884,75.6,93,69,2.66,broken clouds
136,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,79.47,83,83,2.19,broken clouds
137,Aklavik,CA,68.2191,-135.0107,43.63,48,20,2.51,few clouds
138,Rio Grande,BR,-32.035,-52.0986,66.31,96,100,8.59,heavy intensity rain
139,Carnarvon,AU,-24.8667,113.6333,59.07,58,0,12.66,clear sky
140,Georgetown,MY,5.4112,100.3354,80.53,95,40,2.3,scattered clouds
141,Yellowknife,CA,62.456,-114.3525,48.72,66,75,8.05,broken clouds
142,Barrow,US,71.2906,-156.7887,33.82,69,75,21.85,light rain
143,Apomu,NG,7.3333,4.1833,71.82,99,77,2.68,light rain
144,Zyryanka,RU,65.75,150.85,29.07,87,100,17.4,light snow
145,Changping,CN,40.2186,116.2197,62.24,93,100,6.82,light rain
146,Kalmunai,LK,7.4167,81.8167,79.75,83,56,5.44,broken clouds
147,College,US,64.8569,-147.8028,46.65,69,75,6.91,broken clouds
148,Eyl,SO,7.9803,49.8164,78.01,76,76,13.13,broken clouds
149,Turan,VN,16.0678,108.2208,77.05,94,40,2.3,scattered clouds
150,Gazanjyk,TM,39.2446,55.5154,69.87,26,0,14.12,clear sky
151,Antofagasta,CL,-23.65,-70.4,58.28,79,36,10.33,scattered clouds
152,Dongsheng,CN,39.8161,109.9776,54.77,73,96,6.13,overcast clouds
153,Moyale,KE,3.5167,39.0584,74.26,35,32,10.02,scattered clouds
154,Mar Del Plata,AR,-38.0023,-57.5575,57.22,100,90,9.22,overcast clouds
155,Belyy Yar,RU,53.6039,91.3903,51.69,66,0,4.47,clear sky
156,Tahta,EG,26.7693,31.5021,84.52,23,2,6.55,clear sky
157,Bengkulu,ID,-3.8004,102.2655,73.47,90,93,2.71,overcast clouds
158,Kihei,US,20.785,-156.4656,84.97,67,40,18.41,scattered clouds
159,Tadpatri,IN,14.9167,78.0167,83.37,57,100,7.27,overcast clouds
160,Ust-Kuyga,RU,70.0167,135.6,28.54,65,65,5.95,broken clouds
161,Fort Nelson,CA,58.8053,-122.7002,54.99,54,75,4.61,broken clouds
162,Souillac,MU,-20.5167,57.5167,70.18,60,40,5.75,scattered clouds
163,Spencer,US,43.1414,-95.1444,89.71,44,1,21.85,clear sky
164,Nelson Bay,AU,-32.7167,152.15,59.95,78,0,8.48,clear sky
165,Kloulklubed,PW,7.0419,134.2556,83.44,71,90,12.01,overcast clouds
166,Akdepe,TM,42.0551,59.3788,57.29,41,0,10.45,clear sky
167,Tiksi,RU,71.6872,128.8694,34.2,75,100,19.28,overcast clouds
168,Sorland,NO,67.667,12.6934,52.23,78,100,11.23,overcast clouds
169,Coihaique,CL,-45.5752,-72.0662,50.61,53,40,6.91,scattered clouds
170,Mogadishu,SO,2.0371,45.3438,77.18,84,6,18.57,clear sky
171,Longyearbyen,SJ,78.2186,15.6401,39.25,94,100,5.41,overcast clouds
172,Severo-Kurilsk,RU,50.6789,156.125,50.0,93,100,18.07,overcast clouds
173,Festus,US,38.2206,-90.396,85.53,68,88,10.87,overcast clouds
174,Sanary-Sur-Mer,FR,43.1178,5.8001,67.95,63,0,5.01,clear sky
175,Santo Angelo,BR,-28.2992,-54.2631,88.12,70,0,3.44,clear sky
176,Palmer,US,42.1584,-72.3287,73.33,52,20,4.61,few clouds
177,Kirakira,SB,-10.4544,161.9205,82.22,78,99,13.31,light rain
178,Ancud,CL,-41.8697,-73.8203,51.42,80,34,8.05,scattered clouds
179,Rongcheng,CN,30.634,117.8517,70.23,97,100,3.69,light rain
180,Kaeo,NZ,-35.1,173.7833,64.33,71,30,6.73,scattered clouds
181,Guia De Isora,ES,28.2115,-16.7795,70.23,70,49,5.93,scattered clouds
182,Leland,US,34.2563,-78.0447,84.45,70,1,11.5,clear sky
183,Sutton,GB,51.35,-0.2,61.32,92,100,1.01,overcast clouds
184,Thompson,CA,55.7435,-97.8558,53.76,87,90,12.66,overcast clouds
185,Shenjiamen,CN,29.9576,122.298,77.52,93,17,21.25,few clouds
186,Batemans Bay,AU,-35.7167,150.1833,64.2,43,0,8.16,clear sky
187,Demyansk,RU,57.643,32.466,42.71,65,100,12.24,light rain
188,Senno,RU,59.5336,33.9167,38.8,78,100,10.2,overcast clouds
189,Hithadhoo,MV,-0.6,73.0833,81.66,78,100,4.63,overcast clouds
190,Nishihara,JP,26.1842,127.7558,77.05,81,20,6.91,few clouds
191,Kuytun,RU,54.3419,101.5036,46.8,93,98,6.71,overcast clouds
192,Winona,US,43.9666,-91.7668,87.6,54,1,0.0,clear sky
193,Pilar,BR,-9.5972,-35.9567,76.93,88,79,4.79,broken clouds
194,Castro,BR,-24.7911,-50.0119,65.7,94,58,5.82,broken clouds
195,Mezen,RU,65.8522,44.24,41.09,67,100,5.68,overcast clouds
196,Goderich,CA,43.7501,-81.7165,76.03,53,0,3.44,clear sky
197,Bethel,US,41.3712,-73.414,74.19,68,8,4.34,clear sky
198,Paoua,CF,7.2427,16.4406,70.05,92,100,2.77,light rain
199,Camacha,PT,33.0833,-16.3333,70.56,73,75,12.66,broken clouds
200,Constitucion,CL,-35.3333,-72.4167,53.65,72,2,16.13,clear sky
201,Krasnoselkup,RU,65.7,82.4667,36.73,88,100,6.82,overcast clouds
202,Mataram,ID,-8.5833,116.1167,77.81,86,28,7.58,scattered clouds
203,Da Lat,VN,11.9465,108.4419,58.78,98,100,0.72,overcast clouds
204,Rawson,AR,-43.3002,-65.1023,55.08,47,69,6.06,broken clouds
205,San Rafael,AR,-34.6177,-68.3301,63.28,30,1,23.53,clear sky
206,Bagdarin,RU,54.4333,113.6,38.88,93,9,1.12,clear sky
207,Porto Novo,BJ,6.4965,2.6036,80.42,86,80,5.77,broken clouds
208,Cherskiy,RU,68.75,161.3,29.25,61,42,6.82,scattered clouds
209,Ojinaga,MX,29.5667,-104.4167,98.56,17,1,4.61,clear sky
210,Nampula,MZ,-15.1165,39.2666,64.35,82,0,8.05,clear sky
211,Luderitz,NA,-26.6481,15.1594,54.59,85,0,9.53,clear sky
212,Ambanja,MG,-13.6833,48.45,72.36,94,100,3.27,moderate rain
213,Hualmay,PE,-11.0964,-77.6139,63.36,73,15,12.35,few clouds
214,Yulara,AU,-25.2406,130.9889,62.44,77,70,8.05,broken clouds
215,Kidal,ML,18.4411,1.4078,92.1,14,2,6.31,clear sky
216,Monrovia,LR,6.3005,-10.7969,76.86,86,100,6.73,light rain
217,Shintomi,JP,32.0785,131.4723,69.12,86,15,4.29,few clouds
218,Marzuq,YE,14.4,46.4667,79.61,34,90,1.63,overcast clouds
219,Tucupita,VE,9.0622,-62.051,79.75,78,99,1.97,overcast clouds
220,Cubatao,BR,-23.895,-46.4253,87.53,88,75,3.44,broken clouds
221,Qaanaaq,GL,77.484,-69.3632,14.61,89,92,6.96,overcast clouds
222,La Grande,US,45.3246,-118.0877,61.56,86,100,1.28,moderate rain
223,Pratapgarh,IN,24.0333,74.7833,71.73,97,76,8.93,broken clouds
224,Lamu,KE,-2.2717,40.902,77.22,82,20,16.8,few clouds
225,Neftcala,AZ,39.3742,49.2472,71.35,64,0,5.48,clear sky
226,Sao Filipe,CV,14.8961,-24.4956,80.06,81,96,12.28,overcast clouds
227,Liverpool,GB,53.4106,-2.9779,55.35,83,20,1.01,few clouds
228,Virginia Beach,US,36.8529,-75.978,82.42,75,75,13.8,broken clouds
229,Micoud,LC,13.8167,-60.9,84.13,70,20,8.05,few clouds
230,Sitka,US,57.0531,-135.33,55.29,76,75,3.44,broken clouds
231,High Prairie,CA,55.4334,-116.4858,52.9,52,95,11.59,overcast clouds
232,Kalianget,ID,-7.05,113.9333,78.3,77,42,3.65,scattered clouds
233,Redmond,US,47.674,-122.1215,66.85,74,100,5.01,overcast clouds
234,Acari,PE,-15.4311,-74.6158,65.53,75,55,6.76,broken clouds
235,Jimma,ET,7.6667,36.8333,57.7,95,22,1.61,few clouds
236,Ust-Maya,RU,60.4167,134.5333,31.26,97,100,7.16,light snow
237,Norrtalje,SE,59.758,18.705,51.03,62,100,8.14,overcast clouds
238,Port Blair,IN,11.6667,92.75,79.97,84,100,2.55,light rain
239,Chicama,PE,-7.8447,-79.1469,61.34,71,21,9.8,few clouds
240,Yeppoon,AU,-23.1333,150.7333,64.18,65,5,8.88,clear sky
241,Cidreira,BR,-30.1811,-50.2056,66.76,97,89,16.82,moderate rain
242,Ribeira Grande,PT,38.5167,-28.7,69.78,66,33,9.71,scattered clouds
243,Bubaque,GW,11.2833,-15.8333,81.01,81,100,10.6,moderate rain
244,Katsuura,JP,35.1333,140.3,69.91,75,86,15.7,overcast clouds
245,Padang,ID,-0.9492,100.3543,75.25,84,97,3.58,overcast clouds
246,Tete,MZ,-16.1564,33.5867,68.09,60,0,4.61,clear sky
247,Santiago Del Estero,AR,-27.7951,-64.2615,85.8,36,100,6.22,overcast clouds
248,Pudozh,RU,61.8099,36.5345,33.35,92,7,4.32,clear sky
249,Leshukonskoye,RU,64.8989,45.7622,39.06,72,100,4.52,overcast clouds
250,Mineiros,BR,-17.5694,-52.5511,83.91,14,13,7.4,few clouds
251,Umm Lajj,SA,25.0213,37.2685,83.89,60,7,7.56,clear sky
252,Sanming,CN,26.2486,117.6186,76.3,91,0,2.89,clear sky
253,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,100,90,11.18,light intensity shower rain
254,Saint-Georges,GD,12.0564,-61.7485,87.48,70,20,0.0,few clouds
255,Edgewater,US,28.9889,-80.9023,84.0,71,99,6.71,light rain
256,Panguna,PG,-6.3164,155.4848,76.19,77,96,2.39,overcast clouds
257,Usvyaty,RU,55.7456,30.7533,38.73,97,100,12.33,light rain
258,Palembang,ID,-2.9167,104.7458,73.22,94,75,3.87,light rain
259,Kosonsoy,UZ,41.2561,71.5508,61.36,25,1,8.61,clear sky
260,Zhigansk,RU,66.7697,123.3711,27.91,92,12,10.89,few clouds
261,Grand Forks,US,47.9417,-97.4337,80.33,37,75,4.61,smoke
262,Lorengau,PG,-2.0226,147.2712,83.52,73,86,7.9,overcast clouds
263,Belomorsk,RU,64.5232,34.7668,37.83,83,30,2.95,scattered clouds
264,Upernavik,GL,72.7868,-56.1549,25.43,60,67,6.91,broken clouds
265,Raudeberg,NO,61.9875,5.1352,55.87,88,100,1.01,overcast clouds
266,Zalantun,CN,48.0,122.7167,44.47,93,94,1.54,light rain
267,Yining,CN,29.0361,114.5636,71.28,98,100,3.29,light rain
268,Hasaki,JP,35.7333,140.8333,66.6,68,50,16.35,scattered clouds
269,Chantilly,US,38.8943,-77.4311,81.32,68,20,3.0,few clouds
270,Salsomaggiore Terme,IT,44.8148,9.9796,61.92,83,60,5.53,broken clouds
271,Lompoc,US,34.6391,-120.4579,88.79,68,1,18.41,clear sky
272,Kathu,TH,7.9178,98.3332,76.82,77,100,11.77,overcast clouds
273,Ciudad Del Maiz,MX,22.4,-99.6,78.4,47,38,8.79,scattered clouds
274,Beringovskiy,RU,63.05,179.3167,38.37,80,100,7.65,overcast clouds
275,Sedalia,US,38.7045,-93.2283,87.85,48,20,12.66,few clouds
276,Hambantota,LK,6.1241,81.1185,79.14,100,0,6.91,clear sky
277,San Francisco Del Mar,MX,16.2333,-94.65,88.66,66,38,1.43,scattered clouds
278,Laguna,US,38.421,-121.4238,83.21,35,1,4.0,clear sky
279,Gold Coast,AU,-28.0,153.4333,69.87,82,40,5.99,scattered clouds
280,Augusta,DE,48.3667,10.8833,55.6,86,90,4.61,overcast clouds
281,Svetlyy,RU,54.675,20.1347,50.05,67,95,10.07,overcast clouds
282,Kalengwa,ZM,-13.4659,25.0027,68.14,34,63,5.57,broken clouds
283,Gushikawa,JP,26.3544,127.8686,77.0,89,1,0.0,clear sky
284,Guerrero Negro,MX,27.9769,-114.0611,75.49,61,1,18.32,clear sky
285,Serabu,SL,7.7958,-12.0536,73.85,98,98,2.73,light rain
286,Thunder Bay,CA,48.4001,-89.3168,82.38,58,75,19.57,broken clouds
287,Sambava,MG,-14.2667,50.1667,70.47,87,100,13.8,light rain
288,Quatre Cocos,MU,-20.2078,57.7625,69.91,61,87,11.21,overcast clouds
289,Nohar,IN,29.1833,74.7667,85.06,67,13,6.49,few clouds
290,Hirara,JP,24.8,125.2833,77.27,100,75,5.75,broken clouds
291,San Antonio,US,29.4241,-98.4936,100.02,39,1,3.44,clear sky
292,Rancho Palos Verdes,US,33.7445,-118.387,89.67,76,1,1.99,clear sky
293,Touros,BR,-5.1989,-35.4608,79.7,78,100,18.3,overcast clouds
294,Verkhnetulomskiy,RU,68.6073,31.7962,26.73,83,1,5.12,clear sky
295,Tiarei,PF,-17.5333,-149.3333,82.42,72,53,19.71,broken clouds
296,Ketchikan,US,55.3422,-131.6461,55.87,88,75,9.22,light rain
297,Vicente Guerrero,MX,19.1194,-98.1708,64.06,73,94,8.52,overcast clouds
298,Chokurdakh,RU,70.6333,147.9167,26.08,78,93,8.57,overcast clouds
299,Rafraf,TN,37.1904,10.1837,75.51,78,0,16.53,clear sky
300,Tyukhtet,RU,56.5389,89.3011,42.48,91,75,5.82,broken clouds
301,Saldanha,ZA,-33.0117,17.9442,57.25,80,87,8.23,overcast clouds
302,Lethem,GY,3.3803,-59.7968,84.25,74,75,4.61,light intensity shower rain
303,Yumen,CN,40.2833,97.2,65.59,20,3,7.34,clear sky
304,La Ronge,CA,55.1001,-105.2842,57.45,51,75,9.22,broken clouds
305,Ucluelet,CA,48.9329,-125.5528,61.05,86,42,3.71,scattered clouds
306,Kupang,ID,-10.1667,123.5833,77.58,73,40,6.91,scattered clouds
307,Ixtapa,MX,20.7,-105.2,80.22,92,100,5.01,overcast clouds
308,Sydney Mines,CA,46.2367,-60.2177,61.81,81,40,13.0,scattered clouds
309,Jurado,CO,7.1053,-77.7641,81.14,79,73,5.53,broken clouds
310,Peleduy,RU,59.6289,112.7406,44.28,95,88,2.64,overcast clouds
311,Esmeraldas,BR,-19.7625,-44.3139,90.46,25,81,6.11,broken clouds
312,Manacor,ES,39.5696,3.2096,71.51,74,50,6.67,scattered clouds
313,Barraute,CA,48.4335,-77.6328,68.27,52,5,7.02,clear sky
314,Tupik,RU,54.4253,119.9327,39.51,94,50,4.25,scattered clouds
315,Huron,US,41.1501,-82.5499,84.69,61,33,6.49,scattered clouds
316,Fort Smith,US,35.3859,-94.3986,91.89,50,20,4.0,few clouds
317,Nouadhibou,MR,20.931,-17.0347,78.78,83,0,9.22,clear sky
318,Zhuhai,CN,22.2769,113.5678,82.18,94,40,3.44,light rain
319,Cayenne,GF,4.9333,-52.3333,84.09,75,20,5.01,few clouds
320,Ploemeur,FR,47.7333,-3.4333,58.95,89,0,5.75,clear sky
321,Fortuna,US,40.5982,-124.1573,72.43,63,40,8.99,scattered clouds
322,Qaqortoq,GL,60.7167,-46.0333,37.56,86,31,10.56,scattered clouds
323,Baherden,TM,38.4362,57.4316,70.95,28,0,7.58,clear sky
324,Khorixas,NA,-20.3667,14.9667,62.55,47,0,3.51,clear sky
325,Abaete,BR,-19.16,-45.4458,85.23,20,81,1.72,broken clouds
326,Clyde River,CA,70.4692,-68.5914,30.74,59,78,2.15,broken clouds
327,Solnechnyy,RU,50.7214,136.6319,48.67,50,0,7.94,clear sky
328,Saint-Pierre,RE,-21.3393,55.4781,64.08,68,75,6.91,broken clouds
329,Slave Lake,CA,55.2834,-114.769,49.98,76,90,16.11,overcast clouds
330,Vanderhoof,CA,54.0166,-124.0198,60.19,42,96,8.9,overcast clouds
331,Esperance,AU,-33.8667,121.9,51.64,65,75,11.05,broken clouds
332,Leningradskiy,RU,69.3833,178.4167,28.24,84,92,21.79,overcast clouds
333,Dingle,PH,10.9995,122.6711,75.0,91,100,2.42,overcast clouds
334,Sao Sebastiao Do Paraiso,BR,-20.9169,-46.9914,84.36,26,99,1.86,overcast clouds
335,Humberto De Campos,BR,-2.5983,-43.4611,78.8,78,64,7.9,broken clouds
336,Huarmey,PE,-10.0681,-78.1522,64.4,74,5,12.17,clear sky
337,Zhangjiakou,CN,40.81,114.8794,55.98,91,100,2.08,overcast clouds
338,Vardo,NO,70.3705,31.1107,43.0,76,100,22.79,overcast clouds
339,Taltal,CL,-25.4,-70.4833,61.27,76,19,5.86,few clouds
340,Bairiki,KI,1.3292,172.9752,84.2,65,20,5.75,few clouds
341,Richards Bay,ZA,-28.783,32.0377,65.84,68,70,17.18,broken clouds
342,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,10.36,scattered clouds
343,Kudahuvadhoo,MV,2.6708,72.8944,82.04,77,90,8.14,overcast clouds
344,Klaksvik,FO,62.2266,-6.589,50.92,87,46,9.17,scattered clouds
345,Necochea,AR,-38.5473,-58.7368,55.04,92,63,8.14,broken clouds
346,Tabou,CI,4.423,-7.3528,77.85,85,61,4.38,broken clouds
347,Elat,IL,29.5581,34.9482,85.84,32,0,18.41,clear sky
